식품명,calories,protein,fat,carbohydrates,당류,나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),carbohydrates_cluster,protein_cluster,fat_cluster,calories_cluster
임연수구이,0.5317296748538779,1.760246789429597,0.8428581611943359,-0.943498055305293,0.0,641.6,63.912,1.984,0.68,0,1,1,1
임연수조림,-0.0725792747990933,0.9520368577373352,-0.10200837630957149,-0.5554626668309469,3.26,254.5,41.27,0.955,,0,1,0,1
임연수튀김,1.6054666662407913,2.0006438566409286,1.5708874366013021,0.054005526505993294,0.02,901.5,92.315,2.7475,,1,2,1,2
잉어 매운탕,-0.7682249022555012,-0.17482439481577977,-0.5889354613038292,-0.686561088280998,1.56,231.0,19.04,0.28,,0,0,0,0
자장면,-0.044257823963389425,-0.46879954097364746,-0.5001811933032037,0.6644034961472365,2.51,339.6666667,2.23,0.518333333,0.02,1,0,0,1
자장밥,0.11328024398696987,-0.494101749705829,-0.08572318952046594,0.5654487603392476,0.55,274.0,5.52,1.145,0.02,1,0,0,1
잔멸치 튀김,-0.6089167432960184,-0.44088885722415416,-0.16226356742926226,-0.7806012933333144,0.0,510.0,36.92,0.66,,0,0,0,0
잔멸치볶음,0.5593430890735215,1.6668894648257175,0.22247397046335773,-0.0838669775113858,5.5625,1067.25,88.65,1.1425,0.05,0,1,1,1
잡곡밥,0.046016799446984266,-0.513926160682544,-0.7262738698376693,1.1089692675060252,0.263333333,1.666666667,0.0,0.16,0.0,1,0,0,1
잡채,0.23010622722392388,-0.3297678170418331,-0.29580209909992833,0.9216858082916666,0.73,360.0,22.66,0.55,0.07,1,0,0,1
잡채밥,-0.10125474341180023,-0.5748601394721355,-0.5264003440336638,0.6381306815322245,0.668,109.8,3.7,0.324,0.05,1,0,0,1
잡탕밥,-0.15754362624415075,-0.17638947988877016,-0.4651680417066267,0.2881098505239417,0.165,184.5,37.195,0.455,0.02,1,0,0,0
잡탕전골,-0.7257427265329724,-0.3000312006550147,-0.5514795316888863,-0.6140385572660761,0.73,279.0,23.68,0.47,,0,0,0,0
잣죽,0.08495879315126584,-0.6370461863201196,-0.20949060911766854,0.7131503250710209,0.356666667,144.6666667,0.0,0.323333333,0.03,1,0,0,1
장국국수,-0.17612957812275706,-0.31568205138491917,-0.45010424392670395,0.23750346899155128,0.445,420.5,21.3175,0.6075,,1,0,0,0
장떡,0.7717539676861651,-0.49253666463283857,0.41097500754725513,1.1623649771543745,2.26,267.0,0.0,1.16,,1,0,1,1
장어 덮밥,-0.31154151323831736,-0.519143110873676,-0.5091380460372117,0.1868970874591606,0.42,80.0,23.52,0.48,,1,0,0,0
장어 양념구이,2.1949068543908776,1.5154674840138926,2.652630969067643,0.3351299530500999,5.14,774.5,198.985,5.685,,1,1,2,2
장어 초밥,-0.31154151323831736,-0.519143110873676,-0.5091380460372117,0.1868970874591606,0.42,80.0,23.52,0.48,,1,0,0,0
장어구이,0.766443695720849,1.2705316700908893,1.2398910151127307,-0.573394061862109,1.16,264.5,122.63,3.45,0.34,0,1,1,1
장어매운탕,-0.824867803183471,-0.346983752844728,-0.5547365690467074,-0.7516454110132622,1.24,183.3333333,35.76666667,0.393333333,,0,0,0,0
장어탕,-0.6089167432960184,-0.3908061348884601,-0.19646245968638404,-0.7184391238919527,2.66,387.0,33.75,0.63,0.02,0,0,0,0
장어튀김,0.8992004948537513,0.529463888029917,1.568851788252664,-0.482541660370888,0.01,899.0,137.7,3.71,,0,1,1,1
재첩국,-1.0974617641050988,-0.8345077530812491,-0.7591156632499828,-0.788570802236053,0.065,174.5,3.15,0.06,0.0,0,0,0,0
쟁반국수,-0.1309922664175703,-0.4252380064942498,-0.45458267029370797,0.4985048855562428,2.895,161.5,26.82,0.545,,1,0,0,1
쟁반짜장,0.21948568329329168,-0.1513481187209233,-0.4049128505869359,0.8714779022044127,2.42,321.0,18.56,0.53,,1,0,0,1
적어구이,0.527481457281625,2.204104916129685,0.6389676225947336,-0.9870115739142461,0.0,1203.0,69.39,1.32,,0,2,1,1
적어조림,-0.7469838143942368,0.028636664672977073,-0.67850398864391,-0.7463324050515381,1.09,142.0,21.68,0.14,,0,0,0,0
전갱이구이,1.0797497416744983,3.2683627657631824,1.0802961845794958,-0.9981688863780802,0.0,1200.0,97.77,2.34,,0,2,1,1
전복죽,-0.22657716179325993,-0.6357419488114636,-0.35809293856825725,0.24447678928144753,0.0875,192.0,12.955,0.37,0.0,1,0,0,0
전복탕,-0.9700152369375126,-0.36732985879360364,-0.7517873291948853,-0.802118967370709,0.22,296.0,48.56,0.1,0.0,0,0,0,0
전어구이,-0.9700152369375126,-0.14978303364793275,-0.6996747314697473,-1.0069353461710928,0.0,193.0,21.38,0.25,,0,0,0,0
전어조림,-0.6832605508104437,0.34165367927106455,-0.634533984313325,-0.8602963823607012,0.69,93.0,31.13,0.36,,0,1,0,0
절편,0.7717539676861651,-0.46906038853798204,-0.7029317688275686,2.4613949283007783,0.08,258.0,0.0,0.25,0.0,2,0,0,1
돼지고기 수육,0.2619678590158204,1.5572030864819992,0.4212889591260714,-0.8828766575585624,0.35,300.3333333,60.16,2.763333333,,0,1,1,1
키조개구이,0.06017752433380896,1.6610203958020033,-0.4961098966059273,-0.1797003220668184,3.6,454.0,25.29,0.09,0.0,0,1,0,1
조개국,-1.1505644837582598,-0.8055536792309261,-0.6882751007173735,-0.9917932792558893,0.18,297.0,4.01,0.05,0.0,0,0,0,0
조개탕,-1.1930466594807885,-0.7852075732820504,-0.8087854829567549,-0.9559304891935654,0.18,111.0,2.98,0.03,,0,0,0,0
조기구이,0.34480810167475157,1.5758797678313234,0.5510276139335634,-0.8513705323896338,0.018,702.0,54.2,1.9,0.12,0,1,1,1
조기조림,0.0389364364725446,1.07724366357657,0.18786794853650826,-0.6714190213657947,1.5,590.0,76.06,1.67,0.03,0,1,1,1
조기찌개,-1.0762206762438344,-0.691302468902624,-0.7289880676901376,-0.8579055296898797,0.59,94.0,5.5,0.16,,0,0,0,0
조기찜,-0.17347444214009902,0.9395161771534117,0.01633064774554655,-0.8310748496907611,0.586666667,284.6666667,61.47,1.356666667,0.08,0,1,0,0
조기튀김,0.2088651393626595,1.0302911113868571,0.4321457503730924,-0.7232208292335959,0.01,84.0,60.51,1.6,,0,1,1,1
족발,1.0850600136398145,3.233148351620898,1.2480336085072834,-0.9746588351150012,0.14,338.5,92.13,4.215,0.05,0,2,1,1
주꾸미볶음,-0.42128713381944816,0.13088888938951615,-0.48579594502711104,-0.28303828753222826,2.903333333,317.0,133.5866667,0.306666667,0.01,0,1,0,0
주꾸미삼겹살,0.38941438618340657,0.5153781223730031,0.5770839127961324,-0.16216740248079328,5.41,280.0,70.76,2.29,0.03,0,1,1,1
주먹밥,0.11328024398696987,-0.7069533196325285,-0.4928528592481062,1.0221016204661737,0.88,105.0,0.0,0.36,,1,0,0,1
죽순볶음,0.09203915612570551,-0.39393630503444105,0.9337295034775451,-0.518404450433212,1.48,1.0,0.0,1.65,,0,0,1,1
중식우동,-0.35402368896084613,-0.3266376468958522,-0.6964176941119263,0.20682085971600728,0.82,202.0,28.82,0.21,,1,0,0,0
중식잡채,-0.43898804040590356,-0.7069533196325285,-0.4684250790644477,0.07054225747917602,1.13,112.0,5.34,0.54,,1,0,0,0
쥐포무침,2.062150055257975,3.2761881911281345,0.45901630857511666,1.7465299797251193,23.035,1461.5,66.7,1.32,,1,2,1,2
쥐포조림,0.6910378338133606,1.2753834338171595,-0.15444667777049156,0.8337024300054314,14.488,678.2,40.52,0.68,0.04,1,1,0,1
쥐포튀김,1.5523639465876304,0.7579663086865209,1.2789754634065842,1.1017967094935603,8.195,504.0,32.005,1.875,0.1,1,1,1,2
증편,0.8036155994780616,-0.5707909182823605,-0.6377910216711461,2.5068211290463887,3.19,284.0,0.0,0.15,0.0,2,0,0,1
지리탕,-0.8531892537005586,0.01768106916204397,-0.6654758392126255,-0.8802201546175479,0.25,246.0,47.18,0.18,0.02,0,0,0,0
짜사이무침,-0.8638097976311908,-1.0043194835007117,-0.33814358475160283,-0.7200330256725005,2.8,947.0,0.0,0.46,,0,0,0,0
짬뽕,-0.572806893931869,-0.5851897009538725,-0.6218315386178226,-0.10239608571025322,0.778,149.0,13.974,0.236,0.01,0,0,0,0
차돌짬뽕,-0.3858853207527427,-0.35011392299070876,-0.2762598749530016,-0.22911127726379812,0.69,342.0,17.83,0.85,0.02,0,0,0,0
짬뽕밥,-0.5062514852645056,-0.5504448123334847,-0.6111918833032243,-0.018716242231497083,0.79,116.0,21.27333333,0.276666667,0.01,0,0,0,0
쫄면,-0.04177969740025991,-0.5473146421875039,-0.6358367992564534,0.8872575298318354,3.976,510.6,3.868,0.206,0.0,1,0,0,1
쫄볶이,0.2725884029464526,-0.3313329021148235,-0.6035921294140243,1.3289277132216128,3.97,652.0,10.84,0.58,,1,0,0,1
차돌박이구이,3.86233225150013,1.740839734524516,6.60748858080194,-0.9073164848868593,0.33,93.0,47.28,16.24,3.79,0,1,2,2
차조밥,0.026191783755785954,-0.7000669453113707,-0.7791464430005828,1.185157772616207,0.06,1.6,0.0,0.08,0.0,1,0,0,1
찰밥,0.07079806826444114,-0.608352960034131,-0.78652906095736,1.247904372444786,0.256666667,1.666666667,0.0,0.086666667,0.0,1,0,0,1
찰시루떡,0.6018252647960503,-0.02927148302766913,-0.7664439973050804,1.9872091485878274,1.22,182.0,0.0,0.13,0.0,2,0,0,1
참나물,-0.9211607348566047,-0.8434287379972947,-0.5833984977955333,-0.594433565365339,0.276,202.4,0.0,0.246,0.01,0,0,0,0
참나물 무침,-1.161185027688892,-0.9573669313109985,-0.7175884369377635,-0.8642811368120705,0.14,99.0,0.0,0.11,,0,0,0,0
참치 미역국,-1.0301983192464967,-0.6130482152531023,-0.5780786700568082,-0.9447731767297312,0.0,250.6666667,4.34,0.18,,0,0,0,0
참치 샐러드,1.055853517830576,0.9989894099270482,2.0468220205129133,-0.7835898591718414,1.7325,264.0,26.665,2.2875,,0,1,2,1
참치 완자전,1.0160264780907053,1.8754370508016933,0.6063972490165225,0.1709580696536833,1.73,962.0,68.45,1.37,,1,2,1,1
참치강정,1.7753953691309063,2.7675355424062427,0.9076732046149761,0.7706636145847684,6.455,854.0,36.775,1.94,,1,2,1,2
참치구이,2.046219239362027,4.176112108097636,2.2642292641474735,-1.0077322970613667,0.0,1130.0,10.87,5.4,,0,2,2,2
참치덮밥,-0.17347444214009902,-0.15917354408587545,-0.48633878453246393,0.25623181491298713,2.05,341.0,6.14,0.28,,1,0,0,0
참치죽,-0.6386542663017886,-0.6625049035596001,-0.5465939756521547,-0.2611487030528077,0.336,137.8,3.28,0.23,0.01,0,0,0,0
참치찌개,-0.8638097976311908,-0.20090914608445662,-0.6703613952493573,-0.7670531281986587,1.256666667,314.6666667,7.606666667,0.103333333,,0,0,0,0
찹쌀떡,1.4302276913853604,-0.44401902737013504,-0.7794721467363649,3.773973044581838,18.72,244.0,0.0,0.15,0.0,2,0,0,2
찹쌀죽,-0.6513989190185472,-0.8947635283913811,-0.7892432588098284,0.055400190563972565,0.05,130.0,0.0,0.06,,1,0,0,0
채소 꼬치구이,-0.35402368896084613,-0.6286990659830066,-0.45865396699098443,0.12712577068862052,0.98,406.0,11.61,0.52,,1,0,0,0
채소밥,-0.10621099760011327,-0.6600007674428154,-0.6844752238541995,0.8316303576907194,0.353333333,134.3333333,0.0,0.18,,1,0,0,1
채소전,0.6354569875970704,-0.3795896918131925,0.3960469196029578,0.8741344049063421,1.378333333,249.3333333,26.2,1.36,0.08,1,0,1,1
채소죽,-0.699191366706392,-0.8462458911286774,-0.7257310303323163,-0.0878517319627552,0.68,155.5,0.0,0.135,0.005,0,0,0,0
채소튀김,0.35224248242619394,-0.6991278942675764,0.4525022338594744,0.46264209549391877,1.36,468.0,2.82,1.2025,,1,0,1,1
천사채무침,-0.5451934797122254,-0.5504448123334847,0.06410052893930565,-0.7766165388819452,0.65,248.0,32.3,1.23,,0,0,0,0
청경채나물,-1.1718055716195241,-0.9010238686833427,-0.7387591797636008,-0.8850018599591911,0.23,156.0,0.02,0.09,,0,0,0,0
청국장찌개,-0.8319481658392943,-0.3602869759651467,-0.5791643492303659,-0.7395583224842104,0.475,267.5,1.89,0.325,0.01,0,0,0,0
청어구이,0.049556980403176784,0.21644687343182945,0.8001909718068791,-0.9941841319267108,0.0,391.0,32.5,1.85,,0,1,1,1
초당순두부,-0.7045016386717081,-0.2123864365675503,-0.3055732111733916,-0.8714536948245354,0.1,134.0,0.0,0.42,0.0,0,0,0,0
초밥_광어,0.28320894687708476,0.3447838494170454,-0.6198773162031299,1.0484009998452115,2.57,270.0,15.58,0.35,0.01,1,1,0,1
초밥_농어,0.36817329832214224,0.023941409454005722,-0.7469017731581536,1.4986782528499465,5.2,414.0,10.6,0.26,0.01,1,0,0,1
초밥_모듬,0.34693221046087785,0.3518267322455023,-0.5392656415970571,1.0683247721020581,2.14,232.5,21.525,0.455,0.015,1,1,0,1
초밥_문어,0.34693221046087785,-0.1513481187209233,-0.7843577027730966,1.5951093105730845,5.35,480.0,28.03,0.14,0.0,1,0,0,1
초밥_새우,0.06017752433380896,0.15071330036623123,-0.5172806394317646,0.6148597155362275,3.95,451.0,56.34,0.19,0.0,1,1,0,1
초밥_연어,0.877959406992487,0.6859723953289607,0.6910802203198716,0.5495097425337704,3.62,278.0,27.84,1.23,0.03,1,1,1,1
초밥_한치,0.2725884029464526,-0.20925626642156936,-0.7778436280574543,1.472378873470909,5.25,480.0,40.03,0.18,0.0,1,0,0,1
초코소라빵,2.067460327223291,-0.5520098974064752,0.9467576529088296,3.1133007565448017,9.29,215.0,19.61,4.34,0.03,2,0,1,2
총각김치,-0.874430341561823,-0.7664265524061652,-0.7859862214520071,-0.3829227990866546,3.0,630.0,0.0,0.05,0.0,0,0,0,0
추어탕,-0.9434638771109322,-0.5569660001897812,-0.6044063887534795,-0.8087602247630927,0.41,236.1666667,21.84,0.186666667,0.005,0,0,0,0
충무김밥,0.13452133184823423,-0.33446307226080446,-0.5571793470650732,1.015726013343983,2.585,255.0,27.28,0.33,0.01,1,0,0,1
취나물무침,-0.5381131170564021,-0.7460804464572894,-0.03306775228997511,-0.5324839161879487,0.89,360.3333333,0.0,0.686666667,0.05,0,0,0,0
츄러스,1.578915306414211,-0.22177694700549286,0.43540278773091357,2.5311281311997416,12.87,333.0,6.045,1.61,0.19,2,0,1,2
치아바타,1.6107769382061075,0.11784651383343205,0.22369535947254068,2.6502722892956854,3.24,530.0,0.0,0.86,0.0,2,1,1,2
치즈볼,2.216147942252142,0.4292984433585291,2.4238240946807084,1.272344200012168,5.48,532.0,23.23,7.33,0.48,1,1,2,2
치즈스틱,2.173665766529613,1.170366225419501,2.4751224330663915,0.7642880074625776,1.96,635.5,21.13,7.08,0.21,1,1,2,2
치커리무침,-1.1505644837582598,-0.9417160805810941,-0.7550443665527063,-0.8244335922983772,0.69,171.0,0.0,0.08,,0,0,0,0
치킨가스,1.823187816818751,1.1179358754743216,1.9287544162918981,0.7423718579800463,2.08,390.0,36.48,4.21,0.13,1,1,2,2
치킨데리야끼,0.1504521477441825,1.6383266622436419,-0.3344794177240541,-0.20540198827815062,2.985,310.5,46.42,0.79,0.06,0,1,0,1
칠면조구이,0.877959406992487,3.7222374369304094,0.4663446426302143,-0.9352097660464447,0.11,551.0,101.17,2.06,,0,2,1,1
카레라이스,-0.17347444214009902,-0.5801814287203031,-0.6052206480929349,0.641159094915265,0.16,210.0,2.79,0.44,0.04,1,0,0,0
카스텔라,2.2373890301134063,0.5028574417890795,1.03469766157,2.812850270911554,33.77,63.0,211.21,1.14,0.01,2,1,1,2
닭칼국수,-0.6832605508104437,-0.39445800000660164,-0.7040174480011262,-0.3236827829361955,0.31,126.0,9.35,0.166666667,0.0,0,0,0,0
들깨칼국수,-0.3168517852036335,-0.5707909182823605,-0.38699914511891964,0.11955473723101888,0.195,174.0,0.285,0.25,0.0,1,0,0,0
바지락칼국수,-0.6726400068798115,-0.653218732178693,-0.7425590566267749,-0.11913205440600451,0.286666667,161.3333333,9.133333333,0.143333333,0.0,0,0,0,0
캘리포니아롤,0.41065547404467095,-0.4236729214212593,-0.341400622109424,1.3584148961617457,2.97,432.0,21.99,0.71,0.02,1,0,0,1
초콜릿 케이크,2.396697189072889,-0.3720251140125748,3.510046053514053,2.264548058403133,11.11,83.0,61.11,4.56,0.0,2,0,2,2
생크림 케이크,1.175334637050188,-0.5973973645231979,1.446712887334372,1.0603552631993194,7.0,95.0,60.0,9.0,0.35,1,0,1,1
브라우니,3.448131038205475,-0.14665286350195195,3.381393077880118,2.8327740431684005,41.18,52.0,101.18,7.06,0.0,2,0,2,2
티라미수,1.5470536746223142,-0.44088885722415416,2.749527830462821,0.8212699961171591,14.0,65.0,105.0,12.0,0.35,1,0,2,2
치즈 케이크,2.388731781124915,-0.14547904969720907,3.2014417638605015,1.0352513101556924,18.9775,235.0,111.94,16.085,0.475,1,0,2,2
코다리조림,-0.5505037516775415,0.7626615639054921,-0.6728041732677231,-0.6981168761899691,1.7425,347.5,40.805,0.17,0.02,0,1,0,0
코다리찜,-0.7299909441052254,0.13787960276770966,-0.6719899139282678,-0.6763601168854926,1.172,243.2,25.536,0.174,0.01,0,1,0,0
콘치즈구이,0.10478380884246401,-0.45309652079347956,0.19340491204480428,0.2096898829209933,3.894,186.2,11.804,2.564,0.11,1,0,1,1
콩국수,-0.2733075550880416,-0.32162937466228286,-0.4205466299044773,0.09158176098240606,0.728,209.2,0.54,0.28,0.0,1,0,0,0
콩나물 느타리무침,-0.8372584378046104,-0.5895719391582457,-0.3772280330454564,-0.6706220704755206,0.585,184.0,0.0,0.44,,0,0,0,0
콩나물 된장국,-1.060289860347886,-0.644349916712911,-0.7208454742955848,-0.8096900008283106,0.62,273.5,2.47,0.13,,0,0,0,0
콩나물 황태국,-1.001876868729409,-0.346983752844728,-0.6915321380751945,-0.9328189133756231,0.3,129.0,25.92,0.23,,0,0,0,0
콩나물국,-1.2567699230645815,-0.9500632009182071,-0.8098711621303126,-0.95725874070392,0.123333333,165.0,1.593333333,0.033333333,0.0,0,0,0,0
콩나물냉채,-1.0337385005213058,-0.7382550210923373,-0.704560287506479,-0.6889519409518197,1.91,202.0,0.1,0.14,,0,0,0,0
콩나물무침,-0.8531892537005586,-0.6396546614939397,-0.3698996989903588,-0.8264259695240619,0.31,262.5,0.0,0.335,0.0,0,0,0,0
콩나물밥,-0.014166283180616305,-0.33446307226080446,-0.5759073118725447,0.7726559918104533,0.04,272.0,3.14,0.42,0.01,1,0,0,1
콩나물잡채,-0.5451934797122254,-0.519143110873676,0.009545153195801868,-0.701503917473633,1.7975,135.25,6.0,1.315,,0,0,0,0
콩나물찌개,-1.1930466594807885,-0.8165092747418592,-0.7729580720207226,-0.9248494044728844,0.13,219.0,5.34,0.08,,0,0,0,0
콩밥,0.5168609133509927,-0.3814156244505175,-0.7697010346629015,2.0198841350890557,0.1,25.0,0.0,0.14,0.0,2,0,0,1
콩비지찌개,-0.813362213960688,-0.4228903788847641,-0.5592149954137114,-0.6867603260035665,1.385,210.0,4.9125,0.335,0.01,0,0,0,0
콩조림(콩자반),1.6107769382061075,1.8496131470973514,0.1381981288297362,1.9342119143846153,3.53,967.5,0.0,0.335,0.0,2,2,1,2
크로와상,3.416269406413578,0.11002108846847976,3.5605301325602796,2.439877254263384,6.1,457.0,24.5,9.75,0.27,2,1,2,2
크로켓(고로케)_명품잡채 고로케,1.6001563942754753,-0.1544782888669041,1.609564755225428,1.3791356193088664,7.5,458.0,8.33,2.75,0.0,1,0,1,2
크로켓(고로케)_야채감자 고로케,1.9081521682638085,-0.11378607696915276,1.8570995944198332,1.5520739624982958,6.09,391.0,4.35,3.22,0.0,1,0,1,2
크로켓(고로케)_채소,1.876290536471912,0.048982770621852745,1.8343003329150853,1.4739727752514566,3.37,403.0,41.89,3.59,0.15,1,0,1,2
에그타르트,1.6567992948848287,-0.23742779773539732,1.560709194858111,1.6222056408423957,13.03333333,137.0,110.0,7.233333333,0.7,1,0,1,2
탄탄면,0.527481457281625,-0.17012913959680842,0.37189055925340175,0.6618798180623856,3.1,339.0,6.52,1.02,0.04,1,0,1,1
탕수어,1.3240222520790386,0.6911893450505673,0.2806935132344103,1.727668808389654,7.49,286.0,56.84,1.113333333,,1,1,1,1
탕수육,0.4265862899406192,0.5372893133948692,0.27702934620686154,0.15641371590618527,4.545,147.0,37.045,1.4675,,1,1,1,1
김치피자탕수육,1.0903702856051305,0.8675222637958514,0.9044161672571551,0.6196414208778706,7.37,399.0,22.22,4.06,0.07,1,1,1,1
탕평채,-0.5282006094232139,-0.6553055122238441,-0.21470186889018233,-0.40539681419237766,0.414,386.4,15.696,1.146,0.03,0,0,0,0
토란국,-1.0098422766773834,-0.8047711366944309,-0.652447689781341,-0.7491217331674966,0.24,187.0,3.9575,0.345,0.0,0,0,0,0
토란대나물,-0.9806357808681448,-0.9260652298511897,-0.5596221250834392,-0.7025001060864755,1.12,174.0,0.01,0.17,,0,0,0,0
토란대나물무침,-0.5982961993653862,-0.26246915890324435,-0.28277394966864383,-0.675403775817164,0.39,222.0,24.41,0.46,0.02,0,0,0,0
토스트(식빵),-0.4283674964752714,-0.6756516181727198,-0.6166202788453088,0.22754158286312795,2.61,140.0,0.0,0.78,,1,0,0,0
톳나물무침,-0.523952391850961,-0.7742519777711173,-0.4928528592481062,-0.033061358256426816,6.94,600.0,0.0,0.3,0.01,0,0,0,0
톳나물초무침,-1.118702851966363,-0.8931984433183905,-0.7729580720207226,-0.6307745259618274,1.61,93.0,0.01,0.06,,0,0,0,0
파강회,-0.874430341561823,-0.8791126776614766,-0.5547365690467074,-0.5072471379693779,3.39,276.0,0.0,0.29,,0,0,0,0
파김치,-0.8000865340473977,-0.6756516181727198,-0.7387591797636008,-0.3335118438896748,2.8,655.0,0.0,0.11,0.0,0,0,0,0
파래무침,-0.8505341177179006,-0.5570964238936942,-0.6044063887534795,-0.49549211233783835,0.975,598.0,0.5425,0.2,0.03,0,0,0,0
파래볶음,-0.7257427265329724,-0.7820774031360694,-0.06414531702490096,-0.7134581808277412,0.7075,181.75,0.0,0.7075,,0,0,0,0
파래전,0.7717539676861651,-0.32507256182286176,-0.014068367648401196,1.5201959268873408,0.83,283.0,12.99,0.84,,1,0,0,1
파무침,-0.7735351742208173,-0.7966848637651441,-0.46652514055143485,-0.48294013581602496,3.91,277.0,2.67,0.318333333,0.02,0,0,0,0
파운드케이크,1.0797497416744983,-0.519143110873676,1.0868102592951379,1.1137509728476687,9.33,119.0,47.29,5.75,,1,0,1,1
파전,0.49207964453353586,-0.34907053288987894,0.4506022953464616,0.5447280371921273,0.396666667,299.3333333,40.35666667,1.36,0.05,1,0,1,1
팔보채,-0.2584387935851565,0.7757039389920508,-0.12155060045649824,-0.795212059628437,1.14,616.6666667,78.57666667,0.813333333,0.02,0,1,0,0
팝콘,4.10660476190467,0.23209772416173405,3.61915680500106,3.6153798174173386,0.38,500.0,0.49,11.05,0.06,2,1,2,2
팟타이,0.23010622722392388,-0.44401902737013504,0.17646831778413444,0.4658298990550142,5.41,270.0,39.68,0.96,0.03,1,0,1,1
팥밥,-0.0008906032673260782,-0.6521753420778631,-0.7831363137639137,1.1043867998869505,0.13,2.0,0.0,0.0875,,1,0,0,1
팥죽,-0.31154151323831736,-0.5200821619174703,-0.7983629634117273,0.5383524300699362,2.316,136.8,0.0,0.06,0.0,1,0,0,0
폭찹,-0.0035457392499841233,0.8424809026280045,0.03804423007673666,-0.5550641913858099,3.49,164.0,27.47,1.3,,0,1,0,1
표고버섯볶음,-0.9514292850589063,-0.8008584240119547,-0.49163147023892323,-0.6953275480740105,0.9275,143.25,1.8125,0.3375,,0,0,0,0
풋고추된장무침,-0.8425687097699265,-0.7695567225521459,-0.6833895446806418,-0.3789380446352852,2.16,390.6666667,0.0,0.15,,0,0,0,0
풋고추볶음,-0.5770551115041219,-0.7648614673331747,-0.3072017298523022,-0.35423256703679534,4.34,276.0,0.0,0.58,0.03,0,0,0,0
풋고추찜,-0.7576043583248689,-0.7061707770960334,-0.6687328765704468,-0.30043838194330924,1.19,528.5,0.0,0.145,0.0,0,0,0,0
풋마늘무침,-0.7151221826023403,-0.688693993728804,-0.5845927447724505,-0.2437220435589207,4.97,241.6666667,0.003333333,0.226666667,0.01,0,0,0,0
프레즐,1.993116519708866,0.24305331967266688,0.21718128475689844,3.382670157457369,7.94,215.0,19.78,4.25,0.11,2,1,1,2
피망볶음,-0.14161281034820247,-0.8321601254717635,0.39876111745542603,-0.24664419684982328,2.06,381.0,0.0,1.125,,0,0,1,1
피자,0.6204112166746565,0.40816979487315824,0.23753776824328046,0.6517186942113937,2.1675,178.25,22.37,3.4275,,1,1,1,1
피자빵,1.8444289046800155,0.31817740317620796,1.617707348619981,1.5193989759970672,8.11,637.0,45.6,4.92,0.25,1,1,1,2
피조개무침,-0.6354681031225989,-0.1192638747246193,-0.6475621337446095,-0.39208773432480404,4.29,265.0,17.57,0.22,0.01,0,0,0,0
하이라이스,-0.10621099760011327,-0.5441844720415231,-0.6101062041296665,0.7083686197293775,0.663333333,126.6666667,2.596666667,0.24,0.0,1,0,0,1
함박스테이크,0.8443276841914668,1.5958085172390397,0.6669238599703156,-0.06228289116545217,3.931666667,460.1666667,68.12,2.756666667,0.145,0,1,1,1
핫도그,2.3011122936971993,0.18201500182604,2.9498356279688194,0.9766754197205633,3.95,398.0,12.64,3.44,0.05,1,1,2,2
핫케이크,0.7292717919636363,-0.3313329021148235,0.010359412535257132,1.417389262042012,5.54,339.0,51.44,2.59,,1,0,0,1
해물 덮밥,-0.4920907600590645,-0.4721905586839629,-0.7697010346629015,0.11596845822478648,0.69,68.0,26.88,0.1,,1,0,0,0
해물 된장국,-0.9222227892496678,-0.1669989694508276,-0.7228811226442229,-0.8587024805801534,0.6675,306.75,34.365,0.13,,0,0,0,0
해물 매운탕,-0.9647049649721965,-0.1904752455456842,-0.7477160324976089,-0.8638826613669336,0.5,189.5,41.885,0.095,,0,0,0,0
해물 스파게티,-0.4496085843365357,-0.31568205138491917,-0.64919065242352,0.006786186257266557,1.906666667,111.6666667,19.90333333,0.24,,0,0,0,0
해물 완자전,1.0266470220213375,1.3433081259849446,0.8034480091647005,0.2367065181012773,2.09,161.0,124.395,1.63,,1,1,1,1
해물 채소전,0.7505128798249008,0.6077181416794388,0.4321457503730924,0.4961140328854214,1.24,267.0,92.27,1.34,,1,1,1,1
해물볶음,-0.1601987622268088,0.699666889717627,-0.22862570359486767,-0.41280845747192463,2.5075,476.75,93.9375,0.6075,0.03,0,1,0,0
해물전골,-1.044359044451938,-0.5660956630633891,-0.7289880676901376,-0.8563116279093319,0.52,178.0,19.66,0.11,,0,0,0,0
해물찜,-0.4708496721978001,0.2665295957675235,-0.5140236020739435,-0.44747582119883783,1.1,427.0,83.83,0.3,0.0,0,1,0,0
해물탕,-0.8425687097699265,-0.02927148302766913,-0.7061888061853896,-0.7909616549068748,0.13,341.0,78.25,0.13,0.0,0,0,0,0
해물파전,0.010614985636840725,0.2738333261603151,-0.13675010807204624,-0.04049956629999929,0.703333333,148.3333333,83.54333333,0.793333333,,0,1,0,1
해신탕,-0.7151221826023403,0.1741895764610877,-0.527051751505228,-0.8499360207871409,0.41,266.0,51.03,0.38,0.0,0,1,0,0
해장국_뼈다귀,-0.8053968060127138,-0.23351508505292118,-0.46353952302771606,-0.8762354001661786,0.6,327.5,20.81,0.82,0.005,0,0,0,0
해장국_선지,-1.001876868729409,-0.37906799684103193,-0.7110743622221213,-0.8961591724230252,0.195,309.5,26.05,0.2,0.005,0,0,0,0
