식품명,calories,protein,fat,carbohydrates,당류,나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),carbohydrates_cluster,protein_cluster,fat_cluster,calories_cluster
소시지튀김,1.8125672728881188,0.9676877084672395,2.028908315044897,0.5224134122644588,1.2925,912.0,122.1375,4.5825,,1,1,2,2
소안심스테이크,0.7717539676861651,1.5311183347437973,1.2040636041766983,-0.801322016480435,1.57,242.0,52.59,5.39,,0,1,1,1
소탕,-0.7045016386717081,-0.2687294991952061,-0.25183209476934315,-0.9105042884479548,0.02,236.0,0.0,0.39,0.01,0,0,0,0
송어 매운탕,-0.7469838143942368,-0.033966738246640475,-0.6133632414874877,-0.6905458427323673,1.56,247.0,18.27,0.32,,0,0,0,0
수수밥,0.04318465404479754,-0.6853551456252603,-0.773935183228069,1.212572883241628,0.062,1.8,0.0,0.076,0.0,1,0,0,1
수수부꾸미,1.3134017081484064,-0.17012913959680842,0.19112498589432944,2.343446196540246,0.24,261.0,0.0,0.97,0.03,2,0,1,1
수수팥떡,0.8460977752005904,-0.01831588751673602,-0.7371306610846903,2.4175626293357158,2.82,242.0,0.0,0.16,0.0,2,0,0,1
소고기수육\,0.3310013945649296,2.902915401219915,-0.02953929509805163,-0.8770323510564524,0.255,343.0,76.925,1.85,0.26,0,2,0,1
소꼬리수육,-0.4283674964752714,-0.12787184262606666,0.18786794853650826,-1.011717051512736,0.0,16.0,23.58,1.85,,0,0,1,0
수제비,-0.3858853207527427,-0.6130482152531023,-0.7892432588098284,0.39490126982063994,0.48,96.0,5.4,0.07,,1,0,0,0
김치수제비,-0.6089167432960184,-0.6600007674428154,-0.7859862214520071,0.009177038928088249,0.35,178.0,7.99,0.07,,0,0,0,0
숙주나물,-1.0995858728912253,-0.8346642615885482,-0.6638473205337151,-0.8601369921826465,0.418,340.2,0.0,0.14,0.0,0,0,0,0
순대,0.6974101601717398,-0.13194106381584178,0.2806935132344103,1.0366061266691582,1.04,533.2,87.776,1.826,0.03,1,0,1,1
순대국,-0.7735351742208173,-0.6133090628174368,-0.4779247713038087,-0.6008888675765574,0.305,182.6666667,18.50666667,0.725,0.015,0,0,0,0
순대볶음,-0.07576543797828293,-0.5210212129612646,-0.12806467517214049,0.29368850675585884,2.046,327.6,13.956,1.434,0.03,1,0,0,1
순대전골,-0.5133318479203288,-0.18891016047269368,-0.31534432324685496,-0.5112318924207472,0.68,160.0,17.49,1.22,,0,0,0,0
순두부찌개,-1.05497958838257,-0.5973973645231979,-0.6964176941119263,-0.9033317304354901,0.61,122.0,5.06,0.18,,0,0,0,0
숭어 매운탕,-0.7788454461861334,-0.002665036786831702,-0.6915321380751945,-0.6841702356101765,1.56,241.0,15.99,0.18,,0,0,0,0
스크램블드에그,0.4265862899406192,0.6296293327013051,1.1440798333796656,-0.8766338756113154,0.586666667,346.3333333,254.53,2.98,0.345,0,1,1,1
부채살스테이크,0.6549279844492111,0.6186737371903719,1.350630285278649,-0.5630337002885486,2.21,92.0,30.93,3.47,0.4,0,1,1,1
등심스테이크,0.7398923358942686,3.6627642041567725,0.48100131074040936,-1.0005597390489018,0.0,134.0,84.18,3.85,0.35,0,2,1,1
안심스테이크,0.6230663526573146,4.382703337732374,-0.04663874122661244,-1.0013566899391757,0.0,103.0,80.25,0.22,0.0,0,2,0,1
알리오올리오,0.4956198254897284,-0.3188122215309,0.378404633969044,0.6881791974414232,1.08,229.0,13.1,1.03,0.01,1,0,1,1
까르보나라,0.36817329832214224,-0.43775868707817334,0.43377426905200306,0.4459061267981675,2.63,205.0,9.26,4.79,0.01,1,0,1,1
로제파스타,0.35755275439151,-0.3493313804542136,0.44761667782274284,0.36142933242913766,3.705,268.5,10.475,4.115,0.025,1,0,1,1
크림파스타,1.0797497416744983,-0.31411696631192876,1.969467383264662,0.029100811184934936,1.98,226.0,16.35,10.96,0.04,0,0,2,1
뇨끼,0.5062403694203605,-0.3313329021148235,0.5835979875117745,0.48655062220213485,1.5,345.0,,4.2,,1,0,1,1
미트 토마토 파스타,0.6443074405185789,-0.5770512585743223,-0.04175318518988072,1.3958715880046177,8.33,484.0,5.9,0.69,,1,0,0,1
양송이버섯스프,-0.5398832077469092,-0.8172918172783544,-0.1695919014843598,-0.4024480958983644,2.44,211.5,8.84,2.15,0.055,0,0,0,0
시금치 된장국,-1.169150435636866,-0.8908508157089049,-0.782729184094186,-0.8443573645552238,0.63,231.0,0.0775,0.0575,,0,0,0,0
시금치나물,-0.9275330612149839,-0.7327772233368708,-0.505473879009663,-0.758685143850783,0.6925,208.25,0.0,0.2375,0.12,0,0,0,0
시래기 된장국,-1.166495299654208,-0.9182398044862375,-0.7656297379656251,-0.8487405944517301,0.3675,223.0,0.0075,0.0575,,0,0,0,0
시래기나물,-0.693881094741076,-0.7460804464572894,-0.5539223097072522,-0.17093386227380578,3.27,1036.5,0.0,0.28,,0,0,0,0
시래기나물무침,-0.10975117855630594,-0.3908061348884601,0.352348335106475,-0.3948770624407626,0.54,514.0,0.0,0.9,0.02,0,0,1,1
시루떡,1.0213367500560213,-0.343853582698747,-0.6329054656344144,2.800497532112309,1.63,236.5,0.0,0.175,0.0,2,0,0,1
시리얼+우유,-0.41774695254463917,-0.6130482152531023,-0.4684250790644477,0.03627336919739973,7.0,73.0,6.86,1.39,,0,0,0,0
식빵,1.4833304110385213,0.3948665717527394,-0.4097984066236675,3.045559930871523,1.56,468.0,5.57,1.47,0.11,2,1,0,2
식혜,-0.39650586468337484,-0.8274648702527921,-0.5482224943310652,0.2801403416212032,11.36,2.0,0.0,0.04,0.0,1,0,0,0
쌀국수,-0.6620194629491793,-0.7069533196325285,-0.7026060650917865,-0.09904889197110299,0.48,406.4,8.812,0.194,0.02,0,0,0,0
쌀밥,0.11682042494316239,-0.6620875474879666,-0.7789293072310121,1.349914086399841,0.11,0.666666667,0.0,0.1,0.0,1,0,0,1
쌀죽(흰죽),-0.7629146302901851,-0.8853730179534384,-0.8087854829567549,-0.10000523303943167,0.0,14.5,0.0,0.05,0.0,0,0,0,0
쑥 된장국,-1.09392158283029,-0.7852075732820504,-0.7295309071954904,-0.8188549360664601,0.476666667,217.6666667,4.02,0.103333333,,0,0,0,0
쑥갓나물,-1.118702851966363,-0.8634618269315723,-0.67850398864391,-0.8642811368120705,0.1,276.75,0.0075,0.14,,0,0,0,0
쑥갓무침,-0.8956714294230873,-0.6756516181727198,-0.5140236020739435,-0.6921397445129152,0.24,237.0,0.0,0.31,,0,0,0,0
쑥갓오이무침,-0.9275330612149839,-0.7695567225521459,-0.6605902831758939,-0.5674169301850549,0.385,156.5,0.0,0.17,,0,0,0,0
쑥떡,1.3240222520790386,-0.5410543018955422,-0.7680725159839908,3.6018316522826828,10.72,254.0,0.0,0.2,0.0,2,0,0,1
쑥전(부침개),0.02831589254191242,-0.31568205138491917,0.19112498589432944,0.05938494501534182,0.02,538.0,34.08,1.12,,1,0,1,1
쑥튀김,1.1647140931195559,-0.033966738246640475,1.3994858456459658,0.5781999745836295,0.09,552.0,100.63,2.5,,1,0,1,1
씀바귀나물,-0.9169125172843517,-0.8321601254717635,-0.652447689781341,-0.4905111692736267,1.87,296.0,0.0,0.16,,0,0,0,0
씀바귀나물무침,-0.29030042537705303,-0.4612349631730298,-0.5514795316888863,0.30883057367106237,1.28,204.0,0.0,0.36,0.08,1,0,0,0
아구탕,-0.8850508854924551,-0.08091929043635357,-0.6996747314697473,-0.8419665118844023,0.3,311.0,53.16,0.13,0.0,0,0,0,0
아귀 매운탕,-0.9700152369375126,-0.39393630503444105,-0.7409305379478643,-0.7630683737472893,0.866666667,190.6666667,11.42333333,0.093333333,,0,0,0,0
아귀지리,-1.0974617641050988,-0.44558411244312546,-0.8120425203145761,-0.9407884222783618,0.2,87.0,14.01,0.02,,0,0,0,0
아귀찜,-0.7852177725445126,-0.0965701411662579,-0.6205287236746941,-0.7275243640410749,0.952,221.6,37.436,0.206,0.015,0,0,0,0
아욱 된장국,-1.1558747557235758,-0.8791126776614766,-0.7839505731033689,-0.818456460621323,0.36,222.25,0.265,0.055,,0,0,0,0
알밥,-0.3179138395966966,-0.6246298447932315,-0.5019725638500053,0.2568693756252062,0.944,214.0,25.632,0.326,0.03,1,0,0,0
알탕,-0.9806357808681448,-0.3493313804542136,-0.730616586369048,-0.8459512663357716,0.33,176.5,61.125,0.12,0.01,0,0,0,0
앙버터빵,2.630349155546797,0.028636664672977073,2.3782255716712126,2.3067864555876483,16.29,221.0,31.27,10.53,0.39,2,0,2,2
애호박 된장국,-1.0762206762438344,-0.7539058718222417,-0.7550443665527063,-0.7582866684056462,0.97,283.0,1.78,0.09,,0,0,0,0
애호박 볶음,-0.6673297349144954,-0.8775475925884862,-0.13539300922723801,-0.6311730014069643,1.1,325.5,0.0,0.595,0.04,0,0,0,0
애호박나물,-0.9275330612149839,-0.8634618269315723,-0.5987065733772926,-0.5725971109718351,2.64,162.0,0.94,0.21,,0,0,0,0
애호박부침개,0.36817329832214224,-0.346983752844728,0.23509499022491454,0.5359615773991148,1.2,429.0,48.65,1.22,,1,0,1,1
애호박전,-0.12886815763144382,-0.5707909182823605,0.32238359141452066,-0.32235453142584064,1.596,172.6,44.862,1.21,0.08,0,0,1,1
애호박죽,-0.5027113039896967,-0.8478109762016678,-0.6768754699649996,0.18370928389806518,0.43,57.0,0.0,0.16,,1,0,0,0
애호박찌개,-1.1399439398276274,-0.9260652298511897,-0.8055284455989339,-0.729596436355787,1.53,264.0,0.0,0.04,,0,0,0,0
애호박찜,-0.5398832077469092,-0.48392869673139116,-0.3833349780913709,-0.3125918830199857,2.0075,490.75,8.2075,0.5425,0.07,0,0,0,0
약과,2.9171038416738657,-0.4095871557643454,-0.059666890657896945,5.753599056022125,16.89,57.0,0.0,1.22,0.04,2,0,0,2
약식,1.0160264780907053,-0.39002359235196493,-0.44481155822024465,2.601259809543842,11.725,227.0,0.0,0.32,0.005,2,0,0,1
양념 도토리묵,-0.7363632704636046,-0.8947635283913811,-0.6263913909187722,-0.22193871925133335,0.15,363.0,0.0,0.2,,0,0,0,0
양념 돼지고기튀김,0.6867896162411077,0.9520368577373352,0.5640557633648479,0.09524773507766594,2.19,347.0,40.52,1.81,,1,1,1,1
양념 바지락젓,-0.7894659901167655,-0.15917354408587545,-0.5123950833950329,-0.8467482172260454,0.81,1.0,6.27,0.26,,0,0,0,0
양념두부,-0.5982961993653862,-0.0965701411662579,-0.2811454309897332,-0.7734287353208497,0.09,105.0,0.0,0.51,,0,0,0,0
양념채김치,-0.7576043583248689,-0.5504448123334847,-0.5807928679092764,-0.4140038838073354,3.61,1065.0,8.59,0.27,,0,0,0,0
양미리조림,-0.07788954676440939,1.1221094361906576,-0.31425864407329734,-0.4721812987973278,1.753333333,427.6666667,105.77,0.783333333,0.01,0,1,0,1
양배추 초나물,-0.6248475591919668,-0.7539058718222417,-0.38537062644000913,-0.25899693564906817,5.605,175.0,0.0,0.43,,0,0,0,0
양배추김치,-0.9062919733537196,-0.7226041703624329,-0.7697010346629015,-0.35104476347569996,4.0,2099.0,5.19,0.09,,0,0,0,0
양배추나물,-0.5664345675734898,-0.7226041703624329,-0.2208902398700425,-0.3191667278647452,4.42,799.0,0.01,0.58,,0,0,0,0
양배추오이  샐러드,0.6761690723104755,-0.7852075732820504,1.9499251591177353,-0.35821732148816476,4.28,120.0,4.94,2.47,,0,0,2,1
양상추 샐러드,-0.48678048809374835,-0.8478109762016678,0.17891109580250023,-0.6307745259618274,3.125,111.5,19.14,0.98,,0,0,1,0
양송이 덮밥,-0.33278260109958174,-0.7695567225521459,-0.7273595490112269,0.5534944969851398,1.27,46.0,0.0,0.12,,1,0,0,0
양장피,-0.2761397001716119,0.43034183345935884,-0.2778883936319121,-0.43764676024535853,2.246666667,406.6666667,76.57666667,0.71,0.03,0,1,0,0
양태구이,-0.18409498607073121,1.1241962157662833,-0.0010402182171166967,-1.0037475426099973,0.0,672.0,39.9,0.76,,0,1,0,0
양파 소고기전,0.3256911225996135,-0.2843803499251104,0.897902092541513,-0.3040246609495416,3.51,435.0,44.98,2.11,,0,0,1,1
양파링튀김,3.044550368841452,-0.4628000482460203,3.275539363750932,2.4613949283007783,5.43,776.0,0.0,4.19,0.16,2,0,2,2
양파볶음,-0.644318556362724,-0.9213699746322185,-0.18723418711827358,-0.5085753894797327,5.63,306.6666667,0.0,0.55,0.01,0,0,0,0
양파장아찌,-0.6513989190185472,-0.973017782040903,-0.8283277071036816,0.2673891273768213,15.42,6050.0,0.0,0.01,,1,0,0,0
어묵 감자볶음,0.8921201318793116,0.21644687343182945,0.6465673764839335,0.8688213995024836,4.36,558.0,12.31333333,1.446666667,,1,1,1,1
어묵 매운탕,-0.9089471093363776,-0.644349916712911,-0.695603434772471,-0.572995586416972,1.4,230.25,5.17,0.1625,,0,0,0,0
어묵 오이무침,0.02831589254191242,0.13819261978230774,-0.3327151892095183,0.4360770660837736,5.5,531.6666667,11.52333333,0.56,,1,1,0,1
어묵 우동,-0.6699848708971535,-0.7773821479170983,-0.700081861139475,-0.12092519390912064,0.195,205.0,0.7375,0.18,,0,0,0,0
어묵국,-0.9328433331803,-0.644349916712911,-0.6935677864238328,-0.6375486085291552,0.9175,343.5,8.0875,0.165,,0,0,0,0
어묵국물,-1.2461493791339493,-0.9886686327708073,-0.8120425203145761,-0.9280372080339798,0.14,234.0,0.03,0.03,,0,0,0,0
어묵볶음,0.5742118505764066,0.2511917620522174,0.33443462963845877,0.5907917986499567,6.03,805.6,13.344,1.182,0.05,1,1,1,1
어묵잡채,0.02831589254191242,-0.033966738246640475,0.23183795286709347,-0.21436768579373155,2.23,426.5,15.595,1.72,,0,0,1,1
어묵전,1.5895358503448431,0.905084305547622,1.0249265494965367,1.2819076106954546,2.315,913.0,94.375,2.17,,1,1,1,2
어묵조림,0.48287517277296993,0.24242728564347077,0.13445253586824196,0.6449844591885797,4.554,740.4,12.528,0.99,0.05,1,1,1,1
어묵탕,-1.0390487724866218,-0.7812948605995743,-0.730616586369048,-0.7311903381363347,0.6825,236.25,2.755,0.115,,0,0,0,0
어묵튀김,0.5832393129174439,0.2555740002565904,0.6234966951450834,0.2355110917658666,1.91,811.25,61.8275,1.6375,,1,1,1,1
어육소시지전,0.5593430890735215,0.22114212865080093,0.8181046772748956,0.0028014318058973042,2.04,441.0,72.72,2.82,,0,1,1,1
어죽,-0.5876756554347541,-0.6678261928077676,-0.6801325073228207,-0.0075589297676630345,1.23,263.0,4.43,0.21,0.0,0,0,0,0
어탕,-0.7151221826023403,0.2587041704025715,-0.4977384152848378,-0.915285993789598,0.0,323.0,35.04,0.29,0.01,0,1,0,0
얼갈이 겉절이,-1.0682552682958604,-0.8818515765392099,-0.7395734391030561,-0.6823770961070602,1.735,241.5,0.2,0.0975,,0,0,0,0
얼갈이 나물,-0.8107070779780299,-0.7695567225521459,-0.3365150660726923,-0.6945305971837367,0.675,1483.0,0.0,0.47,,0,0,0,0
얼갈이 된장국,-1.1930466594807885,-0.9260652298511897,-0.7754008500390884,-0.8816148186755272,0.4075,199.5,0.005,0.0525,,0,0,0,0
연근전,-0.4496085843365357,-0.7695567225521459,-0.2591604288244407,-0.194045438091748,0.57,14.0,16.85,0.605,,0,0,0,0
연근조림,0.17169323560544686,-0.6954760291494348,-0.4092555671183146,1.1709986115333575,3.928,458.1666667,0.0,0.353333333,0.01,1,0,0,1
연근튀김,0.5239412763254324,-0.513926160682544,0.6677381193097709,0.44085877142541674,1.053333333,443.6666667,43.5,1.566666667,,1,0,1,1
연두부찌개,-0.874430341561823,-0.31568205138491917,-0.5921924986616504,-0.8053067709318044,0.95,291.0,26.58,0.24,,0,0,0,0
연두부찜,-0.6009513353480443,-0.2882930626075866,-0.28440246834755434,-0.6640472256307612,1.1225,191.0,0.0,0.4225,,0,0,0,0
연어구이,0.7101548128884984,2.425720962465131,0.8858510543175746,-0.9919526694339441,0.11,919.6,63.708,1.616,0.08,0,2,1,1
연어롤,0.4849992815590962,-0.0981352262392483,0.002216819140704356,0.9623303036956337,2.82,404.0,20.66,0.94,0.03,1,0,0,1
연어튀김,0.2619678590158204,0.9833385591971439,0.09667090251751691,-0.24186249150818004,0.01,971.0,59.01,1.01,,0,1,0,1
연포탕,-0.7469838143942368,0.418342847847596,-0.6866465820384628,-0.8507329716774148,0.02,234.0,105.75,0.18,0.01,0,1,0,0
열무 된장국,-1.108082308035731,-0.7382550210923373,-0.7507016500213276,-0.8451543154454977,0.476666667,335.3333333,5.99,0.1,,0,0,0,0
열무김치,-0.9381536051456161,-0.6928675539756145,-0.7713295533418121,-0.5439068789219758,0.68,583.0,0.0,0.06,0.0,0,0,0,0
열무나물,-0.4496085843365357,-0.45497462288106805,0.02990163668218388,-0.6323684277423751,0.6,460.0,0.0,0.66,0.18,0,0,0,0
영양돌솥밥,0.07929450340894702,-0.6440368996983129,-0.6886008044531556,1.1865922842187,1.068,27.8,0.0,0.19,0.01,1,0,0,1
오겹살,3.0126887370495554,2.0914187908743735,4.889401374551298,-0.794946409358244,0.72,76.0,45.6,10.23,0.24,0,2,2,2
오곡밥,0.35755275439151,-0.4025442729358884,-0.7293951973598651,1.602281868585549,0.19,156.5,0.0,0.1525,0.0,1,0,0,1
오리 간장불고기,-0.27967988144642086,0.905084305547622,-0.4407402615229682,-0.5207953031040337,2.93,313.0,54.37,0.76,,0,1,0,0
오리감자죽,-0.29030042537705303,-0.4878414094138672,-0.4847102658535533,0.19247574369107767,0.28,121.0,9.72,0.41,,1,0,0,0
오리고기구이,1.7913261850268545,2.698671799194663,2.3749685343133917,-0.6220080661688149,0.0,708.0,132.33,4.82,0.09,0,2,2,2
오리고기로스,0.48765441754175426,2.879439125125059,0.25015878800483726,-0.9551335383032913,0.0775,422.75,119.135,2.3225,,0,2,1,1
오리백숙,0.049556980403176784,0.2607909504477223,0.37786179446369106,-0.494495923724996,0.34,251.0,40.88,2.123333333,0.05,0,1,1,1
오리볶음,0.4956198254897284,0.5717211850006589,1.0021272879917886,-0.4299429016128128,2.65,254.0,52.0,3.59,,0,1,1,1
오리불고기,-0.17612957812275706,0.4930756600828893,-0.1813986619064613,-0.3751525279064844,4.3225,275.0,43.67,1.0375,0.05,0,1,0,0
오리죽,0.3256911225996135,0.10689091832249895,-0.020582442364043444,0.5781999745836295,0.0,62.0,36.07,1.16,0.02,1,1,0,1
오리탕,-0.14798513670658173,-0.05650396329770266,0.0842941605577967,-0.3451473268876732,1.886,267.6,27.57,1.636,0.04,0,0,0,1
오므라이스,-0.026910935897374953,-0.47719883091753235,-0.3055732111733916,0.4774653820530127,1.894,212.4,43.234,0.684,0.02,1,0,0,1
오믈렛,-0.12745208546137762,0.20601297289305706,0.3860043878582438,-0.8374504568129519,0.786666667,352.0,150.5433333,1.986666667,,0,1,1,1
오븐스파게티,-0.024786827111248487,-0.1904752455456842,-0.2648602442006276,0.32476959147653967,1.75,120.0,9.37,1.97,,1,0,0,1
오이 도라지 생채,-0.8850508854924551,-0.8712872522965245,-0.7526015885343406,-0.29904371788532996,3.83,237.25,0.0,0.0875,,0,0,0,0
오이고추 된장무침,-0.9806357808681448,-0.8478109762016678,-0.6850180633595523,-0.5988964903508727,1.46,313.0,0.0,0.15,,0,0,0,0
오이김치,-0.908416082139846,-0.6862941966690547,-0.7693753309271193,-0.4246830257370053,2.278,1631.2,2.528,0.078,0.0,0,0,0,0
오이나물,-0.5451934797122254,-0.8634618269315723,0.21555276607798793,-0.7763508886117522,1.04,309.6666667,0.0,0.963333333,,0,0,1,0
오이무침,-0.8602696163563819,-0.8373770756628954,-0.5395370614311594,-0.5067158373492969,3.173333333,146.3333333,0.0,0.28,,0,0,0,0
오이소박이,-0.9204526985591607,-0.7335597658733659,-0.7539586873791488,-0.47536910235842317,2.993333333,896.3333333,1.786666667,0.1,0.0,0,0,0,0
오이장아찌,-0.7682249022555012,-0.849897756246819,-0.40219865273446764,-0.5346091185088824,3.033333333,1574.0,0.0,0.413333333,0.0,0,0,0,0
오이지무침,-0.6046685257237655,-0.8881901710848212,-0.15965793754300536,-0.45432959885519314,3.606,1167.8,0.0,0.598,0.01,0,0,0,0
오징어국,-1.0804688938160874,-0.5466886081583078,-0.759604218853656,-0.9017378286549423,0.44,207.2,37.602,0.084,0.0,0,0,0,0
오징어무침,-0.39650586468337484,0.5242469383083106,-0.5780786700568082,-0.34652870840424965,5.106666667,199.0,112.3866667,0.316666667,,0,1,0,0
오징어볶음,-0.3009209693076852,0.36330402272859613,-0.3373293254121476,-0.36831203279153196,3.016666667,292.8333333,104.025,0.531666667,0.03,0,1,0,0
오징어불고기,-0.014166283180616305,1.499816633283988,-0.3066588903469493,-0.4339276560641821,2.813333333,366.0,186.37,0.593333333,,0,1,0,1
오징어산적,0.02831589254191242,2.332441892114901,-0.4309691494495048,-0.6530891508894956,1.14,596.0,292.81,0.34,0.0,0,2,0,1
오징어순대,-0.3858853207527427,0.4793811656942232,-0.6215058348820405,-0.2904764958148859,0.305,342.5,106.135,0.295,0.0,0,1,0,0
오징어젓_양념,-0.6832605508104437,0.5138130373000126,-0.7192169556166741,-0.7407537488196211,2.4,2151.0,144.7,0.2,0.0,0,1,0,0
오징어조림,-0.4575739922845099,0.5470710951010594,-0.6451193557262436,-0.4243642453808957,2.9875,584.0,110.8775,0.2875,0.01,0,1,0,0
오징어찌개,-1.0204628206080155,-0.5347939616035804,-0.7745865906996332,-0.7819959573912937,0.7725,216.25,33.29,0.08,0.0,0,0,0,0
오징어찜,-0.7257427265329724,0.26339942562154267,-0.6182487975242194,-0.8037128691512566,0.73,113.0,85.77,0.26,,0,1,0,0
오징어채무침,1.2369337918478547,3.5344272281715567,0.11100186689192985,0.3760932288101769,8.038,930.2,341.506,1.118,0.03,1,2,0,1
오징어채볶음,0.35542864560538373,1.5765058018605198,-0.015371182591529645,-0.12965180615761954,5.918,502.4,103.704,0.784,0.05,0,1,0,1
오징어채조림,1.2284373567033489,2.6141572052531794,-0.03523911047423847,1.0093504062217917,13.78,1130.0,236.72,0.82,0.02,1,2,0,1
오징어탕수,0.5699636330041536,0.6585834065516282,0.4463952888135599,0.17195425826652558,4.8775,245.75,141.99,1.38,,1,1,1,1
오징어튀김,-0.024786827111248487,0.2947011270813513,0.1658829463712157,-0.46221941266890443,0.03,175.5,105.68,1.04,,0,1,1,1
오징어포조림,0.09203915612570551,1.3589589767148489,-0.5449654569732441,0.026709958514113244,5.79,449.0,209.6,0.43,,0,1,0,1
옥돔구이,-0.9062919733537196,-0.29846611558202435,-0.5205376767895857,-1.0029505917197234,0.0,33.0,23.02,0.34,,0,0,0,0
찐옥수수,0.6443074405185789,-0.02144605766271697,-0.43911174284405763,1.713854993223891,2.36,90.0,0.0,0.29,0.0,1,0,0,1
옥수수구이,0.2513473150851882,-0.8431157209826966,0.634082066558002,0.21638427039929375,4.0,173.0,3.84,1.55,,1,0,1,1
옥수수밥,0.030971028524570465,-0.6834770435376719,-0.7603370522591658,1.1659512561606067,0.405,2.75,0.0,0.1125,,1,0,0,1
옥수수부침,0.5770439959785933,-0.5660956630633891,0.40934648886834457,0.8956520789437364,2.516666667,432.3333333,0.356666667,1.146666667,,1,0,1,1
옥수수샐러드,0.05486725236849287,-0.8556364015666201,0.36130518784048304,0.18450623478833902,5.575,261.0,2.085,1.06,,1,0,1,1
올갱이국,-1.0656001323132023,-0.7100834897785094,-0.7192169556166741,-0.8387787083233068,0.27,336.0,14.23,0.13,0.0,0,0,0,0
올갱이국수,-0.9169125172843517,-0.9495415059460464,-0.7436447358003325,-0.41878558914897857,1.24,258.0,0.0,0.1,0.0,0,0,0,0
크로플,2.407317733003521,-0.027445550390344103,-0.5400799009365125,-0.5088410397499257,11.295,332.0,5.96,10.31666667,0.05,0,0,0,2
완두콩밥,0.004419668697990013,-0.6834770435376719,-0.7745865906996332,1.1175364895764694,0.1625,1.5,0.0,0.1,,1,0,0,1
완자전,1.4966060909518115,0.34947910463601684,2.2813287102760342,0.04503982899041223,0.45,136.25,72.96,4.1375,,0,1,2,2
완자조림,0.48765441754175426,1.1241962157662833,0.21107433971098374,0.011368653876341374,2.49,224.0,54.5875,1.415,,0,1,1,1
우거지나물무침,-0.407126408614007,-0.5973973645231979,0.09015682780187466,-0.5494855351538929,1.0,515.0,0.87,0.67,0.07,0,0,0,0
우동,-0.6699848708971535,-0.7785559617218409,-0.700081861139475,-0.11992900529627835,0.2025,203.75,0.7375,0.18,,0,0,0,0
우동볶음,0.0389364364725446,-0.6286990659830066,-0.5058810086793907,0.9639242054761813,0.43,257.0,0.0,0.49,0.03,1,0,0,1
우럭 매운탕,-1.001876868729409,-0.4800159840489151,-0.7428304764608773,-0.7933525075776963,0.905,159.0,1.655,0.13,,0,0,0,0
우럭구이,0.19824459543202733,1.6511081908614256,0.35289117461182784,-0.9654938998768516,0.0,884.3333333,67.46666667,1.18,,0,1,1,1
우럭튀김,1.7488440093043258,2.798837243866051,1.1405513756991863,0.5192256087033634,0.02,1919.0,52.28,2.29,,1,2,1,2
우럭회덮밥,-0.6089167432960184,-0.5207081959466664,-0.7078173248643003,-0.09761438036860998,1.55,64.0,1.85,0.14,,0,0,0,0
우엉 양념구이,-0.6089167432960184,-0.8008584240119547,-0.6035921294140243,-0.05059427784245181,1.59,60.0,0.0,0.22,,0,0,0,0
우엉볶음,-0.1256819944522542,-0.6130482152531023,0.20903869136234568,-0.09801285581374697,1.93,321.0,0.0,0.965,,0,0,1,1
우엉조림,-0.07151722040603015,-0.5141348386401067,-0.4003529982859863,0.6386088520663886,9.434,517.2,0.574,0.462,0.07,1,0,0,1
울면,-0.48147021612843227,-0.43775868707817334,-0.6939749160935603,0.058986469570204966,0.405,219.0,37.11,0.21,0.0,1,0,0,0
월남쌈,-0.06726900283377721,-0.13726235306400922,-0.02383947972186464,-0.035452210927248366,5.5,230.0,31.58,2.13,0.02,0,0,0,1
유과,3.18261743993967,-0.6271339809100162,1.2561762019018363,4.9040494069901825,24.15,23.0,0.0,1.37,0.04,2,0,1,2
유부 된장국,-0.5505037516775415,-0.31568205138491917,-0.07513781810754723,-0.7957433602485179,0.645,324.0,5.625,0.735,,0,0,0,0
유부 초밥,0.796535236503622,-0.14873964354710306,0.29209314398678426,1.148019861129445,2.216666667,133.3333333,0.0,1.103333333,,1,0,1,1
유부조림,1.3771249717321994,1.07724366357657,2.1534899939815553,-0.37814109374501137,3.23,243.0,0.0,2.85,,0,1,2,2
유산슬,-0.5451934797122254,0.15540855558520245,-0.36691408146664006,-0.6807167817788882,1.103333333,248.0,46.23666667,0.523333333,0.03,0,1,0,0
유채나물,-0.7512320319664898,-0.3782854543045366,-0.47559056125165416,-0.5526733387149884,1.0,643.0,0.0,0.318,0.04,0,0,0,0
유채무침,-0.6832605508104437,-0.5347939616035804,-0.7241025116534058,-0.017919291341223234,6.2,227.0,0.0,0.12,,0,0,0,0
육개장,-0.9116022453190357,-0.5441844720415231,-0.4969241559453826,-0.8893850898556973,0.54,266.0,15.07,0.5,0.0,0,0,0,0
육회,0.2088651393626595,0.45355726198988083,0.3132638868126215,-0.16336282881620412,7.54,331.0,44.985,2.045,0.08,0,1,1,1
율무밥,-0.06726900283377721,-0.7183001864117092,-0.8051213159292062,1.0244924731369953,0.01,2.0,0.0,0.05,,1,0,0,1
율무죽,-0.5027113039896967,-0.5567051526254465,-0.6736184326071784,0.08409042261383175,0.1,1.0,0.0,0.15,0.0,1,0,0,0
은대구구이,0.13452133184823423,0.3729553807308732,0.8767313497156756,-1.0093261988419144,0.0,762.0,53.2,2.14,,0,1,1,1
인절미,1.2496784445646132,-0.18421490525372247,-0.4814532284957322,2.9786160560885184,6.35,297.0,0.0,0.24,0.0,2,0,0,1
